"video_id","description","has_title","has_description","video_duration","description_length","description_unique_words","view_count","like_count","comment_count","subscriber_count","channel_upload_count","sentiment","sentence_count"
"w8HOmbrfjsc","For more information on Dr. Tanoue or #YaleMedicine, visit: https://www.yalemedicine.org/doctors/lynn_tanoue.  Lynn Tanoue, MD, MBA, is a pulmonary critical care specialist who predominantly treats patients with lung cancer. At Yale New Haven Hospital, she consults on patients with pulmonary diseases, and works as a critical care specialist in the Intensive Care Unit. Dr. Tanoue says her most rewarding moments are always with patients, though she is also a researcher and a leader in improving care overall for people with lung disease. She has been focusing on lung cancer for the past 15 years. Dr. Tanoue founded the Yale Cancer Center Thoracic Oncology Program (TOP) in 2004. “As a pulmonologist, I was acutely aware that my patients newly diagnosed with lung cancer—or those we were worried had lung cancer—were having to deal with very complicated care with many different tests and physicians at a time when they were emotionally and sometimes physically challenged,” she says. Her goal in establishing TOP was to center the care around patients and give them ready and easy access to the variety of specialists necessary to deliver the best care. TOP provides streamlined, multidisciplinary care with physicians specializing in pulmonary medicine, thoracic surgery, medical oncology, radiation oncology, and palliative medicine, supported by a team of nurse coordinators and social workers. Dr. Tanoue also founded the Yale Lung Screening and Nodule Program—the lung cancer screening program in TOP—after a large national clinical trial in 2011 showed that screening with low-dose radiation CT scans can help diagnose lung cancers early and save lives. Yale’s lung screening program follows the United States Preventative Services Task Force (USPSTF) screening guidelines, which are based on findings that there are benefits to routine screening for people ages 50 to 80 who have smoked at least 20 pack-years (the number of packs a person smokes each day multiplied by the number of years he or she has smoked), and who are smoking now or who have quit within in the past 15 years. “That is not the entire group of people at risk, but that is the group of people for whom the USPSTF, which informs Medicare, recommends screenings be done,” Dr. Tanoue says. She also hopes further research will prompt the USPSTF to update its criteria. “For now, even with the reasonably tight population recommendations, screening is saving a lot of lives,” she says. Dr. Tanoue says she always wanted to be a doctor. “My dad was a doctor, and I can't remember a time when I didn't want to be a doctor, too,” Dr. Tanoue says. Her interest in pulmonology may have also come from her father’s experience, as he had severe pulmonary tuberculosis when he was a surgical resident, before there were good medications available to treat it. Dr. Tanoue established the Yale New Haven Hospital Tuberculosis Outreach Program in 1996. The TB outreach program has performed tuberculosis screening in more than ten thousand English-as-a-Second-Language students enrolled at the New Haven Center for Adult Education, and provides a gateway for these newcomers to health care in the United States. Dr. Tanoue is Vice-chair for Clinical Affairs in the Department of Internal Medicine at Yale School of Medicine and, in that role, helps administrate the largest department at the medical school. She is the founder of the Yale Medical Symphony Orchestra, which is made up of members of the medical center community, including doctors, scientists, nurses, and students of the many graduate programs of the Schools of Medicine, Nursing, and Public Health, well as physicians and staff at Yale New Haven Hospital, and members of the broader Yale and New Haven community. All these initiatives have made a difference, but Dr. Tanoue says her most rewarding moments are still in the clinic. “As an academic physician, I have an advantage in that I can wear many different hats. But most of us who became doctors really did so because of the yearning to help people, and the main thing I still really love to do is go to clinic and talk to my patients.”",True,True,71.0,672,333,465,3,0,74500,586,"Neutral",24
"wApvCj3HDAU","Earlier this year, Nightline shared Leo's story and his groundbreaking COVID-19 double-lung transplant. Now, go “Inside the OR” to see what happened during the procedure that made headlines around the world.  #InsideTheOR #COVID-19 #LungTransplant",True,True,374.0,34,31,161433,1523,0,144000,1700,"Neutral",3
"wBBlJh1vIZc","The UCLA Kidney Transplant Program was among the pioneers in transplantation, performing some of the earliest kidney transplants in the United States. UCLA's program performs living-related and cadaveric renal transplants in over 300 adult and pediatric patients a year. The UCLA Kidney Transplant Program has earned a national reputation for its clinical and academic excellence, and is recognized as a national leader in clinical research.    UCLA is dedicated to providing the highest quality of care to patients with end-stage renal disease. The Kidney Transplant Program can attribute its excellent results to over 25 years of experience with renal transplantation, a cohesive and highly experienced staff, and a unique collaboration of medical and surgical specialists before and after transplantation.  Learn more at www.transplants.ucla.edu",True,True,463.0,122,78,617396,1703,303,569000,3032,"Neutral",6
"wGQLv477cUg","Guest: Philip J. Spencer, MD Host: Alfredo L. Clavell, MD  Overview: This session will explore the evolving demographics and indications for heart transplantation, along with key principles for optimizing hemodynamics pre-transplant. Strategies to expand the donor pool and improve organ preservation will be discussed, as well as multiorgan selection practices and surgical approaches. Special attention will be given to managing highly allosensitized patients.  Learning Objectives:  Review current indications and changing demographics of potential heart transplant candidates. Understand the principles of hemodynamic optimization prior to cardiac transplantation. Discuss strategies to expanded donor pool and organ preservation. Discuss multiorgan selection practices and surgical approach. Review the approach for the highly allosensitized patient.",True,True,3562.0,110,72,1430,24,0,1220000,11882,"Neutral",8
"wGYYkk7ysp0","nan",True,False,320.0,0,0,5834,74,9,11500,201,"",0
"wGadLXepF8s","nan",True,False,197.0,0,0,19519,97,1,21200,1769,"",0
"wIaCbjUjduQ","Each year, we dedicate the month of April to sharing stories and raising awareness about the benefits of organ donation and the life-saving effects of transplantation. Awareness events, advertising, registration drives, news stories - it's a busy month and we invite you to have conversations about organ donation.   Learn more about how you can raise awareness on our website: http://www.transplant.bc.ca/our-services/awareness-programs/national-organ-and-tissue-donation-awareness-week  You can also register your decision for organ donation online from any computer or mobile device. Once you've registered your wishes, have a conversation with your loved ones about organ donation. It's a conversation that could save a life: http://www.transplant.bc.ca/Pages/Register-your-Decision.aspx",True,True,31.0,99,70,62593,1,0,952,151,"Neutral",5
"wIn5-LK7Rvw","For more information on Dr. Elefteriades or #YaleMedicine, visit: https://www.yalemedicine.org/doctors/john_elefteriades.  John Elefteriades, MD, is one of the leading heart surgeons in the United States. He has performed all types of adult cardiac surgeries, including coronary artery bypass grafting and artificial heart implantation. He is founding director (Emeritus) of the Aortic Institute at Yale New Haven Hospital. Dr. Elefteriades is a pioneer in the use of extreme cooling, or hypothermia, to allow surgeons to stop a patient's heart long enough to carry out cardiac surgery. Once the procedure is complete, the patient is warmed and the heart restarted. He is a strong advocate of general screening to discover if people have aortic aneurysms, or bulges in the main artery connected to the heart. Left untreated, aortic aneurysms can lead to ruptures that cause death. “With aneurysm disease, the first symptom is death. Most people feel no pain. So, it would be a great advance to have a general screening test,” Dr. Elefteriades says. At the Aortic Institute, one of the nation's largest facilities for treatment and study of the aorta, Dr. Elefteriades’ team has developed an “RNA Signature” blood test to detect aneurysm disease. This work is a step along the path to developing a general screening technique that’s affordable and accurate enough for widespread use. Working with other researchers at Yale, he also has assembled a database of aneurysm disease cases, which enables the researchers to find patterns in patient populations. They already have discovered links between weightlifting and aneurysms. They also gathered evidence that allows physicians to decide when (that is, at what aneurysm size) it is necessary to perform surgery in order to prevent a cataclysmic event in patients with an aneurysm. In addition to his work with aneurysms, Dr. Elefteriades is the author of a medical mystery/ethics fiction thriller called “Transplant,” which was a finalist in the Next Generation Indie Book Awards as a best first novel. He also published a collection of inspirational patient stories entitled “Extraordinary Hearts: A Journey of Cardiac Medicine and the Human Spirit.” As well, he has published many medical textbooks and over 500 scientific articles and chapters. He has lectured and/or operated in 33 countries. Dr. Elefteriades has been named among the Best Doctors in America consistently for two decades. He is a professor of cardiothoracic surgery at Yale School of Medicine. In 2018, Dr. Elefteriades was granted an Honorary PhD by the University of Liege (Belgium) for his contributions to scientific understanding and clinical care of thoracic aortic aneurysms. In 2020, he was named by expertscape as the leading aneurysm expert in the world.",True,True,79.0,434,243,1883,18,1,74500,586,"Neutral",24
"wIriYWb0TCo","Dr. Wurst was told he would need a transplant in December of 2015 after facing difficulties with lung disease. He was referred to AdventHealth Transplant Institute where he then received a life saving lung transplant.",True,True,138.0,35,30,1776,19,2,10900,1747,"Neutral",2
"wJqS2kt5ers","In part 2 of this video series, kidney donor Steven Pursely and kidney transplant patient Edith Ritter discuss their experience at the Washington University and Barnes-Jewish Hospital Transplant Center in St. Louis.  For more information about kidney transplant, visit:  http://www.barnesjewish.org/kidney-transplant    Steven received the call that he was a match. As a part of the living donor kidney transplant process, he then had to go through additional testing to ensure that his health would be sustained after the operation. After going through the testing, the transplant team felt he was a healthy donor and that he could live a long and healthy life with one kidney.  Both Steven and his mother Edith were able to meet with their surgeon prior to the kidney transplant to ensure that they were comfortable with the process and the procedure itself.   Steven and Edith look forward to their future.  For more information on kidney transplant, visit http://www.barnesjewish.org/kidney-transplant.",True,True,146.0,152,87,1175,8,1,12500,530,"Neutral",7
